url,email,sdas
leprovoc.com,200,OK
lequipe.fr,301,Moved Permanently
lerugbynistere.fr,301,Moved Permanently
letelegramme.com,301,Moved Permanently
letribunaldunet.fr,301,Moved Permanently
letsrun.com,301,Moved Permanently
lewistownnews.com,200,OK
lfconline.com,301,Moved Permanently
lfpress.com,301,Moved Permanently
lhueagleye.com,301,Moved Permanently
libertyballers.com,301,Moved Permanently
lifeondumars.com,301,Moved Permanently
lifewithwendy.com,301,Moved Permanently
ligadom.com,403,Forbidden
lighthousehockey.com,301,Moved Permanently
lightninghockeyblog.com,200,OK
ligtv.com.tr,301,Moved Permanently
limaohio.com,200,OK
lincolncountyjournal.com,301,Moved Permanently
lincolncourier.com,301,Moved Permanently
lincolnshireecho.co.uk,301,Moved Permanently
lindyssports.com,301,Moved Permanently
linebacker-u.com,200,OK
linecreekfigureskating.com,200,OK
linkvalidator.net,404,Not Found
linncountyleader.com,301,Moved Permanently
lionofviennasuite.com,301,Moved Permanently
lions101.com,301,Moved Permanently
lionsroarnews.com,301,Moved Permanently
lite1041.com,302,Found
lite1073.com,302,Found
literock973.com,200,OK
littlefallstimes.com,301,Moved Permanently
live-tennis.com,302,Redirect
live5news.com,301,Moved Permanently
livecricketcentral.com,301,Moved Permanently
livefoot.fr,302,Found
livefootball.net,301,Moved Permanently
livefootballol.tv,301,Moved Permanently
livefootballvideo.com,200,OK
livekabaddi.com,301,Moved Permanently
liverail.com,301,Moved Permanently
liverpool-kop.com,301,Moved Permanently
liverpooldailypost.co.uk,301,Moved Permanently
liverpoolecho.co.uk,301,Moved Permanently
liverpoolecho.uk,301,Moved Permanently
livescore.in,301,http://www.livescore.in/
livesearch.tv,301,Moved Permanently
livesoccertv.com,301,Moved Permanently
livestreamingsport.com,302,Redirect
livetennis.fr,301,Moved Permanently
livetv.ru,301,Moved Permanently
livingstondaily.com,301,Moved Permanently
livingstonenterprise.com,302,Moved Temporarily
llamaledger.com,200,OK
lnb.fr,301,Moved Permanently
local.com,301,Moved Permanently
lockerdome.com,200,OK
lockersmash.com,403,Forbidden
lockhaven.com,200,OK
lockportjournal.com,301,Moved Permanently
lodinews.com,417,Rate limit exceeded
logandaily.com,417,Rate limit exceeded
lohud.com,301,Moved Permanently
lolesports.com,301,Moved Permanently
lombardiave.com,200,OK
lonestar92.com,200,OK
lonestarball.com,301,Moved Permanently
lonestarstruck.com,200,OK
longboardism.com,301,Moved Permanently
longhorns101.com,301,Moved Permanently
longislandpress.com,302,Found
lonokedemocrat.com,301,Moved Permanently
lostletterman.com,200,OK
lostlettermen.com,200,OK
louisianapressjournal.com,301,Moved Permanently
louisianasportsman.com,301,Moved Permanently
louisvillecardinal.com,301,Moved Permanently
louisvillefansite.com,301,Moved Permanently
lovelycitizen.com,301,Moved Permanently
lovepoemsandquotes.com,200,OK
lowellsun.com,301,Moved Permanently
lowkickmma.com,301,Moved Permanently
loyolamaroon.com,301,Moved Permanently
lpcexpress.org,301,Moved Permanently
lpga.com,301,Moved Permanently
lslonline.net,301,Moved Permanently
lsu.edu,200,OK
lsufansite.com,301,Moved Permanently
lsureveille.com,301,Moved Permanently
lsusports.net,200,OK
lubbockonline.com,403,Forbidden
luckasoft.com,302,Moved Temporarily
ludingtondailynews.com,301,Moved Permanently
lufkindailynews.com,200,OK
luton-dunstable.co.uk,301,Moved Permanently
lycos.com.au,302,Found
lyndonstatecritic.com,301,Moved Permanently
mac-sports.com,200,OK
mac360.com,200,OK
mackolik.com,301,Moved Permanently
macombdaily.com,301,Moved Permanently
macon.com,301,Moved Permanently
madeinfoot.com,301,Moved Permanently
madison.com,301,Moved Permanently
madisoncourier.com,200,OK
madtownbadgers.com,200,OK
magazine-directory.com,200,OK
mageecourier-countynews.com,301,Moved Permanently
magic1029fm.com,301,Moved Permanently
magic1039fm.com,301,Moved Permanently
magic1067.com,200,OK
magic1069.com,301,Moved Permanently
magicseaweed.com,200,OK
mailonline.com,301,Moved Permanently
mailonsunday.co.uk,301,Moved Permanently
mailtribune.com,301,Moved Permanently
mainetoday.com,200,OK
maizeandgoblue.com,200,OK
maizenbluenation.com,301,Moved Permanently
majic.com,302,Found
majic941.com,200,OK
majorleaguegaming.com,301,Moved Permanently
makemebabies.com,200,OK
malaysianinside.com,301,Moved Permanently
maldonandburnhamstandard.co.uk,301,Moved Permanently
malverngazette.co.uk,301,Moved Permanently
managingmadrid.com,301,Moved Permanently
manchestercity-mad.co.uk,301,Moved Permanently
manchestereveningnews.co.uk,301,Moved Permanently
manchestertimes.com,301,Moved Permanently
manchesterunited-mad.co.uk,301,Moved Permanently
manchesterunited101.com,301,Moved Permanently
mancitynews.com,200,OK
manfordeagle.com,301,Moved Permanently
mangaplustv.com,200,OK
manitoumessenger.com,500,Internal Server Error
mankatofreepress.com,301,Moved Permanently
mannfordeagle.com,301,Moved Permanently
manolith.com,301,Moved Permanently
mansfieldnewsjournal.com,301,Moved Permanently
mantecabulletin.com,200,OK
manunews.com,200,OK
manutdtalk.com,301,Moved Permanently
mapleleafs101.com,301,Moved Permanently
mapleleafshotstove.com,301,Moved Permanently
mapleridgenews.com,301,Moved Permanently
marca.com,301,Moved Permanently
marianuniversitysabre.com,301,Moved Permanently
mariettatimes.com,200,OK
mariners101.com,301,Moved Permanently
marinij.com,301,Moved Permanently
marinomillan.com,302,Found
marinomillan.com.co,200,OK
marionstar.com,301,Moved Permanently
maristcircle.com,301,Moved Permanently
marketintelligencecenter.com,301,Moved Permanently
marketpulsenavigator.com,200,OK
marlinmaniac.com,200,OK
marlins101.com,301,Moved Permanently
marquettetribune.org,200,OK
marshallindependent.com,200,OK
marshallnews.com,301,Moved Permanently
marshallparthenon.com,200,OK
marshfieldnewsherald.com,301,Moved Permanently
martinsvillebulletin.com,301,Moved Permanently
maruthivideo.com,200,OK
marylandfansite.com,301,Moved Permanently
marysvillejt.com,302,Found
masrawy.com,302,Found
masslive.com,301,Moved Permanently
mastersball.com,200,OK
matchroompool.com,301,Moved Permanently
matctimes.com,301,Moved Permanently
maternitycorner.com,200,OK
mauinews.com,200,OK
maumellemonitor.com,301,Moved Permanently
mavericks101.com,301,Moved Permanently
max983fm.com,302,Found
maxboxing.com,302,Moved Temporarily
maxpreps.com,301,Permanently Moved
mcall.com,301,Moved Permanently
mcccagora.com,301,Moved Permanently
mcccvoice.org,301,Moved Permanently
mcclatchydc.com,301,Moved Permanently
mccookgazette.com,301,Moved Permanently
mccoveychronicles.com,301,Moved Permanently
mccrearyrecord.com,417,Rate limit exceeded
mcdonoughvoice.com,301,Moved Permanently
mcgilltribune.com,301,Moved Permanently
mclabeacon.com,200,OK
mcphersonsentinel.com,301,Moved Permanently
mdjonline.com,200,OK
meacsports.com,200,OK
meangreensports.com,301,Moved Permanently
meczelive.com,200,OK
mediacomtoday.com,200,OK
mediadailyla.com,301,Moved Permanently
mediageneral.com,200,OK
mediotiempo.com,302,Found
megagymnastics.com,200,OK
memedeportes.com,301,Moved Permanently
menlooak.com,301,Moved Permanently
menmedia.co.uk,301,Moved Permanently
menshealth.de,301,Moved Permanently
menshealth.nl,302,Found
menstennisforums.com,301,Moved Permanently
mercafutbol.com,301,Moved Permanently
mercamania.es,301,Moved Permanently
mercato365.com,301,Moved Permanently
mercatoshow.info,301,Moved Permanently
mercedsunstar.com,301,Moved Permanently
mercurynews.com,301,Moved Permanently
meridianstar.com,301,Moved Permanently
merseyreds.com,301,Moved Permanently
mesalegend.com,200,OK
mesapress.com,301,Moved Permanently
messengernews.net,200,OK
messitv.com,302,Found
metro.us,301,Moved Permanently
metrofrance.com,301,Moved Permanently
metronews.ca,301,Moved Permanently
metrotimes.com,301,Moved Permanently
metrowestdailynews.com,301,Moved Permanently
mets101.com,301,Moved Permanently
metschronicle.com,301,Moved Permanently
metsmerizedonline.com,200,OK
meuleague.com,302,Moved Temporarily
mexicoledger.com,301,Moved Permanently
mfmandfam.com,301,Moved Permanently
mgayso.org,200,OK
mgoblue.com,301,Moved Permanently
mhfsa.org,200,OK
miamidolphins101.com,301,Moved Permanently
miamidolphinsfansite.com,301,Moved Permanently
miamifansite.com,301,Moved Permanently
miamiheat101.com,301,Moved Permanently
miamiherald.com,301,Moved Permanently
miamiok.com,301,Moved Permanently
miamiquarterlyonline.com,200,OK
miamistudent.net,200,OK
michiganfansite.com,301,Moved Permanently
michiganstatefansite.net,301,Moved Permanently
midco.net,200,OK
middleeasy.com,200,OK
middlesborodailynews.com,200,OK
middletownjournal.com,301,Moved Permanently
middletownpress.com,301,Moved Permanently
middletowntranscript.com,301,Moved Permanently
midlandsconnect.com,301,Moved Permanently
midvalleytowncrier.com,200,OK
midwestsportsfans.com,301,Moved Permanently
midwesttrainingandice.com,302,Found
mighty790.com,301,Moved Permanently
mikeavery.co.uk,200,OK
milanlive.it,301,Moved Permanently
milb.com,301,Moved Permanently
milehighhockey.com,301,Moved Permanently
milehighsticking.com,200,OK
milesplit.com,301,Moved Permanently
milfordbeacon.com,301,Moved Permanently
milforddailynews.com,301,Moved Permanently
mililaniayso.org,200,OK
millcreekjournal.com,200,OK
mininggazette.com,200,OK
miningjournal.net,200,OK
minnesotafansite.com,301,Moved Permanently
minnesotatwins101.com,301,Moved Permanently
minnesotavikingsfansite.com,301,Moved Permanently
minnesotawild101.com,200,OK
minotdailynews.com,200,OK
minutouno.com,301,Moved
miolimpia.com,301,Moved Permanently
miprepzone.com,301,Moved Permanently
mirror.co.uk,301,Moved Permanently
mirrorfootball.co.uk,301,Moved Permanently
miscellanynews.com,301,Moved Permanently
mississippifansite.com,301,Moved Permanently
mississippilink.com,200,OK
mississippistatefansite.com,302,Object moved
missourifansite.com,301,Moved Permanently
mitoo.co.uk,200,OK
mitoo.com,301,Moved Permanently
mitvcanal.com,302,Found
miusoccer.com,200,OK
mix100fm.com,301,Moved Permanently
mix1011.com.au,301,Found
mix1023.com.au,301,Moved Permanently
mix1025.com,200,OK
mix103.com,301,Moved Permanently
mix103fm.com,302,Redirect
mix1043fm.com,200,OK
mix1065.com.au,200,OK
mix1077albany.com,301,Moved Permanently
mix929.com,200,OK
mix949.com,200,OK
mix97-3.com,200,OK
mix97fm.com,200,OK
mix97one.com,302,Found
mixedmartialarts.com,301,Moved Permanently
mixfm.com,301,Moved Permanently
mixfm973.com,200,OK
mlb.com,301,Moved Permanently
mlb.tv,301,Moved Permanently
mlbdepthcharts.com,301,Moved Permanently
mlbtrforums.com,301,Moved Permanently
mlive.com,301,Moved Permanently
mls-rumors.net,301,Moved Permanently
mlssoccer.com,301,Moved Permanently
mma-scraps.com,301,Moved Permanently
mmabay.co.uk,301,Moved Permanently
mmaconvert.com,301,Moved Permanently
mmafighting.com,301,Moved Permanently
mmafrenzy.com,200,OK
mmajunkie.com,200,OK
mmalinker.com,200,OK
mmamadhouse.com,301,Moved Permanently
mmamania.com,301,Moved Permanently
mmamount.com,463,
mmanuts.com,200,OK
mmaparadise.com,200,OK
mmaspartan.com,200,OK
mmatko.com,301,Moved Permanently
mmatorch.com,200,OK
mmatraining.com,301,Moved Permanently
mmaweekly.com,301,Moved Permanently
moberlymonitor.com,301,Moved Permanently
mockingjay.net,301,Moved Permanently
mocovox.com,403,Forbidden
modbee.com,301,Moved Permanently
mombrary.com,301,Moved Permanently
mommysavers.com,403,Forbidden
mommytips.com,200,OK
moneyshow.com,301,Moved Permanently
monroenews.com,301,Moved Permanently
monstertrucksvideos.com,500,Internal Server Error
montanakaimin.com,301,Moved Permanently
montclairinsideedge.org,200,OK
montenews.com,301,Moved Permanently
montereyherald.com,301,Moved Permanently
montgomeryadvertiser.com,301,Moved Permanently
montgomeryherald.com,417,Rate limit exceeded
montrealgazette.com,200,OK
montrosepress.com,301,Moved Permanently
mooreamerican.com,417,Rate limit exceeded
morethan-stats.com,200,OK
morethanthegames.co.uk,301,Moved Permanently
morningjournal.com,301,Moved Permanently
morningjournalnews.com,200,OK
morningsun.net,301,Moved Permanently
mortontimesnews.com,301,Moved Permanently
moshahadaonline.com,463,
moskisvet.com,302,Found
motobikeshow.com,301,Moved Permanently
motocross.com,301,Moved Permanently
motorcitybengals.com,200,OK
motorcycleusapod.com,301,Moved Permanently
motorevue.com,301,Moved Permanently
motorsport-magazin.com,301,Moved Permanently
motorsport-total.com,301,Moved Permanently
motorsport.com,301,Moved Permanently
motorvision.de,301,Moved Permanently
motoso.de,301,Moved Permanently
mototbikeshow.com,301,Moved Permanently
mototestdrive.com,200,OK
motoverte.com,301,Moved Permanently
mountaineagle.com,200,OK
mountainhomenews.com,301,Moved Permanently
mountobserver.com,500,Internal Server Error
mountvernonnews.com,200,OK
movieroomreviews.com,301,Moved Permanently
mpnnow.com,301,Moved Permanently
mpora.com,200,OK
mrisports.com,200,OK
msureporter.com,301,Moved Permanently
mtairynews.com,200,OK
mtbr.com,301,Moved Permanently
mtshastanews.com,301,Moved Permanently
mtvenvivo.com,200,OK
muesproductions.com,200,OK
mundodeportivo.com,301,Moved Permanently
murai.com.my,200,OK
muredhawks.com,301,Moved Permanently
murphysboroamerican.com,301,Moved Permanently
muscleandfitness.com,301,http://www.muscleandfitness.com/
musicalheaven.com,301,Moved Permanently
musketfire.com,200,OK
muskogeephoenix.com,417,Rate limit exceeded
mustangpaper.com,302,Found
mvptexas.com,301,Moved Permanently
my24milwaukee.com,200,OK
my40.tv,200,OK
my43.tv,301,Moved Permanently
my48.tv,200,OK
my983.com,200,OK
myarklamiss.com,301,Moved Permanently
myarsenalblog.com,200,OK
myatlantateams.com,301,Moved Permanently
myb106.com,200,OK
mybaltimoreteams.com,301,Moved Permanently
mybendbroadband.com,200,OK
mybostonteams.com,301,Moved Permanently
mybrctv.com,200,OK
mybuffalosports.com,301,Moved Permanently
mycalgarysports.com,301,Moved Permanently
mycentraljersey.com,301,Moved Permanently
mychannel957.com,200,OK
mycharlottesports.com,301,Moved Permanently
mychicagoteams.com,301,Moved Permanently
myclevelandteams.com,301,Moved Permanently
mycolumbussports.com,301,Moved Permanently
myconsolidated.net,302,Found
mycrickethighlights.com,200,OK
mycricketvideos.com,302,Found
mydailytribune.com,200,OK
mydallasteam.com,301,Moved Permanently
mydcteams.com,301,Moved Permanently
mydenverteams.com,301,Moved Permanently
mydesert.com,301,Moved Permanently
mydetroitteams.com,301,Moved Permanently
myeasternshoremd.com,301,Moved Permanently
myedmontonsports.com,301,Moved Permanently
myfootballgames.co.uk,301,Moved Permanently
myfootballnews.co.uk,301,Moved Permanently
myfox28.com,302,Object moved
myfox34.net,302,Found
myfox8.com,200,OK
myfoxal.com,301,Moved Permanently
myfoxatlanta.com,301,Moved Permanently
myfoxchattanooga.com,301,Moved Permanently
myfoxnepa.com,301,Moved Permanently
mygreenbaysports.com,301,Moved Permanently
myhoustonteams.com,301,Moved Permanently
myindianapolissports.com,301,Moved Permanently
myjacksonvillesports.com,301,Moved Permanently
myjellybean.com,200,OK
myjournalcourier.com,200,OK
mykansascitysports.com,301,Moved Permanently
mykiss1031.com,200,OK
myktem.com,301,Moved Permanently
mylateams.com,301,Moved Permanently
mylaunchpad.com.my,200,OK
mylocalsportsteam.com,301,Moved Permanently
mylvtv.com,200,OK
mymagic106.com,301,Moved Permanently
mymemphissports.com,301,Moved Permanently
mymiamiteams.com,301,Moved Permanently
mymilwaukeeteams.com,301,Moved Permanently
mymix1061.com,301,Moved Permanently
mymontrealsports.com,301,Moved Permanently
mymspsports.com,301,Moved Permanently
mynashvillesports.com,301,Moved Permanently
mynet.com,301,Moved Permanently
myneworleansteams.com,301,Moved Permanently
mynjsports.com,301,Moved Permanently
mynyteams.com,301,Moved Permanently
myoaklandsports.com,301,Moved Permanently
myoksports.com,301,Moved Permanently
myorlandosports.com,301,Moved Permanently
myottawasports.com,301,Moved Permanently
myparentconnection.com,200,OK
myphiladelphiateams.com,301,Moved Permanently
myphl17.com,400,Bad request
mypittsburghtv.com,302,http://www.22thepoint.com
myplainview.com,301,Moved Permanently
myportlandsports.com,301,Moved Permanently
myq1075.com,200,OK
myrdctv.com,200,OK
myrtlebeachonline.com,301,Moved Permanently
mysacramentosports.com,301,Moved Permanently
mysaltlakesports.com,301,Moved Permanently
mysanantoniosports.com,301,Moved Permanently
mysandiegoteams.com,301,Moved Permanently
mysanfranteams.com,301,Moved Permanently
mysanjosesports.com,301,Moved Permanently
mysavings.com,302,Object moved
myseattleteams.com,200,OK
mysouthwestga.com,301,Moved Permanently
mysportnews.net,200,OK
mysportsrumors.com,200,OK
myssnews.com,301,Moved Permanently
mystar1025.com,301,Moved Permanently
mystar98.com,301,Moved Permanently
mystlouisteams.com,301,Moved Permanently
mytalk1071.com,301,Moved Permanently
mytampateams.com,301,Moved Permanently
mytosports.com,301,Moved Permanently
mytv30web.com,200,OK
mytvbuffalo.com,200,OK
mytvcharleston.com,200,OK
mytvtampabay.com,302,http://www.great38.com
mytvz.com,200,OK
myupperchesapeake.com,301,Moved Permanently
myus105.com,301,Moved Permanently
myvancouversports.com,301,Moved Permanently
mywabashvalley.com,301,Moved Permanently
mywdka.com,200,OK
mywebtimes.com,301,Moved Permanently
mywesttexas.com,301,Moved Permanently
n4g.com,200,OK
naia.org,200,OK
nanyang.com.my,200,OK
naplesnews.com,301,Moved Permanently
naptownsfinest.com,301,Moved Permanently
nascar.com,302,Found
natchezdemocrat.com,301,Moved Permanently
natchitochestimes.com,200,OK
nationalchamps.net,200,OK
nationalfootballpost.com,302,Found
nationalmirroronline.net,301,Moved Permanently
nationals101.com,301,Moved Permanently
nationalunderclassmen.com,302,Found
nationnews.com,301,Moved Permanently
nationofblue.com,301,Moved Permanently
nau.edu,200,OK
navarrepress.com,200,OK
nba.com,301,Moved Permanently
nbadraft.net,301,Moved Permanently
nbc-2.com,301,Moved Permanently
nbc11news.com,301,Moved Permanently
nbc12.com,301,Moved Permanently
nbc15.com,301,Moved Permanently
nbc4i.com,200,OK
nbcbayarea.com,301,Moved Permanently
nbcchicago.com,301,Moved Permanently
nbcconnecticut.com,301,Moved Permanently
nbcdfw.com,301,Moved Permanently
nbclosangeles.com,301,Moved Permanently
nbcmiami.com,301,Moved Permanently
nbcnewyork.com,301,Moved Permanently
nbcphiladelphia.com,301,Moved Permanently
nbcsandiego.com,301,Moved Permanently
nbcwashington.com,301,Moved Permanently
nbl.com,301,Moved Permanently
nbl.com.au,301,Moved Permanently
ncaa.com,301,Moved Permanently
ncaastrategies.com,200,OK
ncataggies.com,200,OK
ncatregister.com,301,Moved Permanently
ncnewsonline.com,301,Moved Permanently
ncnewspress.com,301,Moved Permanently
ndmcolumns.com,500,Internal Server Error
ndnation.com,200,OK
ndonline.com.br,302,Moved Temporarily
ndsmcobserver.com,200,OK
ndsuspectrum.com,200,OK
ndtv.com,301,Moved Permanently
neagle.com,301,Moved Permanently
nebraskafansite.com,301,Moved Permanently
nederland.fm,200,OK
neiuindependent.com,301,Moved Permanently
nelsoncountytimes.com,301,Moved Permanently
nems360.com,301,Moved Permanently
nenggeulis.com,301,Moved Permanently
neoshodailynews.com,301,Moved Permanently
nesn.com,200,OK
net24.me,200,OK
netbynorthwest.com,301,Moved Permanently
netsdaily.com,301,Moved Permanently
nettavisen.no,302,Found
nettelevizor.com,200,OK
netvasco.com.br,200,OK
netvibes.com,301,Moved Permanently
nevadaappeal.com,302,Moved Temporarily
nevadadailymail.com,301,Moved Permanently
nevermanagealone.com,301,Moved Permanently
newarkadvocate.com,301,Moved Permanently
newbernsj.com,301,Moved Permanently
newbritainherald.com,301,Moved Permanently
newcastleunited-mad.co.uk,301,Moved Permanently
newcastleunitednews.org,200,OK
newcountry1007.com,302,Moved Temporarily
newenglandpatriotsfansite.com,301,Moved Permanently
neweraprogress.com,301,Moved Permanently
newfacets.tv,301,Moved Permanently
newhavenleader.com,301,Moved Permanently
newhot997.com,302,Found
newnfldraft.com,200,OK
newoldgames.net,200,OK
neworleanssaints.com,301,Moved Permanently
neworleanssaintsfansite.com,301,Moved Permanently
newportindependent.com,301,Moved Permanently
news-banner.com,200,OK
news-expressky.com,301,Moved Permanently
news-herald.com,301,Moved Permanently
news-journal.com,301,Moved Permanently
news-journalonline.com,301,Moved Permanently
news-leader.com,301,Moved Permanently
news-liverpoolfc.com,403,Forbidden
news-press.com,301,Moved Permanently
news-record.com,301,Moved Permanently
news-star.com,301,Moved Permanently
news10.net,301,Moved Permanently
news25.us,301,Moved Permanently
newsaegis.com,301,Moved Permanently
newsandsentinel.com,302,Moved Temporarily
newsandtribune.com,417,Rate limit exceeded
newsbasket-beafrika.com,403,Forbidden
newsblur.com,403,FORBIDDEN
newschannel34.com,301,Moved Permanently
newschannel9.com,200,OK
newschief.com,301,Moved Permanently
newschoolers.com,301,Moved Permanently
newsdakota.com,301,Moved Permanently
newsday.com,301,Moved
newsexaminer.com,200,OK
newsherald.com,301,Moved Permanently
newsitem.com,301,Moved Permanently
newsle.com,301,Moved Permanently
newsnours.com,301,Moved Permanently
newsobserver.com,301,Moved Permanently
newsok.com,200,OK
newsradio1420.com,200,OK
newsradio1440.com,301,Moved Permanently
newsradioword.com,302,Found
newsregister.com,200,OK
newsregisteronline.com,200,OK
newsrepublican.com,200,OK
newsshopper.co.uk,301,Moved Permanently
newstalk1030.com,301,Moved Permanently
newstalk1280.com,200,OK
newstalk1430.com,302,Found
newstimes.com,301,Moved Permanently
newstrib.com,302,Object moved
newstribune.info,301,Moved Permanently
newsvirginian.com,301,Moved Permanently
newswatchman.com,301,Moved Permanently
newtoncountyappeal.com,200,OK
newyorkgiantsfansite.com,301,Moved Permanently
newyorkjetsfansite.com,301,Moved Permanently
nextimpulsesports.com,200,OK
nfl.com,301,Moved Permanently
nflfootballfansite.com,301,Moved Permanently
nflmocks.com,200,OK
nflspinzone.com,200,OK
nfm.nl,301,Moved Permanently
ngcsuthesaint.com,200,OK
nhl.ru,200,OK
nhregister.com,301,Moved Permanently
niagara-gazette.com,301,Moved Permanently
nicematin.com,301,Moved Permanently
nicepickcowher.com,301,Moved Permanently
nickygh.com,301,Moved Permanently
nicsentinel.com,301,Moved Permanently
nigeriamasterweb.com,200,OK
nightmareonhelmstreet.com,200,OK
nikkansports.com,301,Moved Permanently
nilesports.com,200,OK
nilesports.tv,200,OK
ninernoise.com,200,OK
ninersnation.com,301,Moved Permanently
nittanylionsden.com,200,OK
niu.edu,302,Object moved
nixaxpress.com,302,Found
nj.com,301,Moved Permanently
nj1015.com,200,OK
njeffersonnews.com,417,Rate limit exceeded
njherald.com,301,Moved Permanently
nlrtimes.com,301,Moved Permanently
nmstatesports.com,200,OK
no2minutewarning.com,200,OK
nodq.com,200,OK
nola38.com,400,Bad request
nolanwritin.com,200,OK
noogarugby.com,200,OK
norceca.org,301,Moved Permanently
normantranscript.com,301,Moved Permanently
northampton-news-hp.co.uk,301,Moved Permanently
northamptonsaints.co.uk,200,OK
northcarolinafansite.com,200,OK
northdevonjournal.co.uk,301,Moved Permanently
northern-iowan.org,301,Moved Permanently
northfieldnews.com,301,Moved Permanently
northhawaiinews.com,301,Moved Permanently
northlandsnewscenter.com,301,Moved Permanently
northplattesoccer.com,301,Moved Permanently
northsrugby.com.au,200,OK
northwestsignal.net,301,Moved Permanently
northwesttrail.org,200,OK
northwichguardian.co.uk,301,Moved Permanently
norwichbulletin.com,301,Moved Permanently
norwichcity-mad.co.uk,301,Moved Permanently
norwichguidon.com,301,Moved Permanently
notengotele.com,301,Moved Permanently
noticiasdeportes.tv,500,Internal Server Error
notivisionpopayan.com,200,OK
notredamefansite.com,301,Moved Permanently
notrevision.net,403,Forbidden
nottinghampost.com,301,Moved Permanently
nottscounty-mad.co.uk,301,Moved Permanently
nowpublic.com,301,Moved Permanently
nptelegraph.com,301,Moved Permanently
nrq.com,301,Moved Permanently
nrtoday.com,302,Moved Temporarily
nsider2.com,200,OK
nsucurrentsauce.com,301,Moved Permanently
nucksmisconduct.com,301,Moved Permanently
nuestra.tv,200,OK
nufc.co.uk,302,Found
nufcblog.com,301,Moved Permanently
nufcblog.org,301,Moved Permanently
nuggets101.com,200,OK
nugglove.com,200,OK
nuneaton-news.co.uk,301,Moved Permanently
nvivotv.com,200,OK
nwcable.net,200,OK
nwfdailynews.com,301,Moved Permanently
nwherald.com,301,Moved Permanently
nwobserver.com,302,Object moved
nwsource.com,301,Moved Permanently
nwsportsbeat.com,301,Moved Permanently
ny1.com,301,Moved Permanently
nyjets101.com,301,Moved Permanently
nyjetsdraft.com,200,OK
nymag.com,200,OK
nypost.com,200,OK
nyrangers101.com,301,Moved Permanently
nyrangersblog.com,200,OK
nysportimes.com,301,Moved Permanently
nysportspace.com,301,Moved Permanently
nzsnowboarder.co.nz,301,Moved Permanently
oaklandas101.com,301,Moved Permanently
oaklandraiders101.com,301,Moved Permanently
oaklandraidersfansite.com,301,Moved Permanently
oakridger.com,301,Moved Permanently
oanow.com,301,Moved Permanently
oaoa.com,301,Moved Permanently
observer-reporter.com,301,Moved Permanently
observertoday.com,200,OK
ocala.com,301,Moved Permanently
oceanheraldjournal.com,301,Moved Permanently
ocolly.com,301,Moved Permanently
ocolympian.com,301,Moved Permanently
ocregister.com,301,Moved Permanently
octopusthrower.com,200,OK
odusports.com,200,OK
officialplaystationmagazine.co.uk,301,Moved Permanently
offthepost.info,301,Moved Permanently
ogd.com,301,Moved Permanently
ohio.com,301,Moved Permanently
ohiostatebuckeyes.com,301,Moved Permanently
ohiostatefansite.net,301,Moved Permanently
oilers101.com,200,OK
oilonwhyte.com,200,OK
okcfox.com,200,OK
oklahomafansite.com,301,Moved Permanently
okthunder101.com,301,Moved Permanently
olapaok.gr,301,Moved Permanently
oldglorymtb.com,200,OK
oldiesradionc.com,301,Moved Permanently
ole.com.ar,301,Moved Permanently
olehottytoddy.com,200,OK
oleole.com,200,OK
oleoletv.com,302,Moved Temporarily
olneydailymail.com,301,Moved Permanently
olympicgames101.com,301,Moved Permanently
omaha.com,417,Rate limit exceeded
omahanewsstand.com,301,Moved Permanently
omavs.com,200,OK
omfggossip.com,301,Moved Permanently
omnibusonline.com,301,Moved Permanently
omspirit.com,301,Moved Permanently
onceametro.com,301,Moved Permanently
one.co.il,200,OK
oneboro.co.uk,200,OK
oneboro.com,200,OK
oneidadispatch.com,301,Moved Permanently
online-skating.com,200,OK
onlineathens.com,403,Forbidden
onlinefootballmanager.co.uk,301,Moved Permanently
onlygators.com,301,Moved Permanently
ontariohockeyleague.com,200,OK
ontheclock101.com,301,Moved Permanently
onthegotennis.com,301,Moved Permanently
openfilm.com,301,Moved Permanently
openingweekend.net,200,OK
operationsports.com,302,Moved Temporarily
optimumscouting.com,200,OK
optoiq.com,301,Moved Permanently
orangeandblueonline.com,301,Moved Permanently
orangecounty.com,301,Moved Permanently
orangefizz.net,200,OK
orangeleader.com,301,Moved Permanently
orangenews.com,301,Moved Permanently
oregonfansite.com,301,Moved Permanently
oregonlive.com,301,Moved Permanently
orioles101.com,301,Moved Permanently
orioleshangout.com,200,OK
oriongazette.com,301,Moved Permanently
orland-press-register.com,200,OK
orlandomagic101.com,301,Moved Permanently
orlandoweekly.com,301,Moved Permanently
orovillemr.com,301,Moved Permanently
oskaloosa.com,417,Rate limit exceeded
osubeavers.com,200,OK
oswegonian.com,301,Moved Permanently
otempo.com.br,301,Moved Permanently
ottawacitizen.com,200,OK
ottawaherald.com,417,Rate limit exceeded
ottawasun.com,302,Found
otterbein360.com,301,Moved Permanently
ottumwacourier.com,417,Rate limit exceeded
oucampus.org,301,Moved Permanently
ouest-france.fr,301,Moved Permanently
ourlads.com,301,Moved Permanently
ourmidland.com,417,Rate limit exceeded
oursport.tv,301,Moved Permanently
outbrain.com,301,Moved Permanently
outdoorchannel.com,200,OK
outdoorchannel.de,301,Moved Permanently
outfrontcolorado.com,200,OK
ovacion.pe,200,OK
ovcsports.com,200,OK
